NameID;Name_ZhT;IDCH;OrgSup;Institution;Type_1;Type_2;Type_2_Orig;Institution_Lev_2;Institution_Lev_3;Prov_Inst;City_Inst;Position;Level_Code;Level_New;StartPosYear;StartPosMonth;StartJob;Zi;BirthProv;BirthLoc;Gender;Age;Birthyear;Generation;Status
N07236;楊宜湛;P16658;國民政府;巴縣地審廳;GOV;GOVL;GOV-L;;;;;廳長;EM;Executive Management;;;;慧湛;四川;渠縣;M;58;1887;3;P
N07271;李卓才;P16701;國民政府;廣東省政府;GOV;GOVL;GOV-L;;;;;咨議;SCS;Senior Civil Service;;;;;廣東;台山;M;49;1896;3;P
N07311;安維泰;P16748;國民政府;鄭州市政府;GOV;GOVL;GOV-L;;;;;科長;MM;Middle Management;;;;乾三;陝西;耀縣;M;48;1897;4;P
N07311;安維泰;P16749;;鞏縣兵工廠;GOV;GOVL;GOV-L;;;;;所長;SCS;Senior Civil Service;;;;乾三;陝西;耀縣;M;48;1897;4;P
N07331;郗昌麒;P16769;國民政府;陜西省政府;GOV;GOVL;GOV-L;;;;;秘書;AOS;Administrative and Office Staff;;;;石生;陝西;華陰;M;40;1905;4;P
N07332;汪以文;P16770;國民政府;宜春縣;GOV;GOVL;GOV-L;;;;;縣長;MM;Middle Management;;;;;湖南;益陽;M;47;1898;4;P
N07332;汪以文;P16771;國民政府;沅陵田賦管理處;GOV;GOVL;GOV-L;;;;;處長;MM;Middle Management;;;;;湖南;益陽;M;47;1898;4;P
N07350;蔡屏藩;P16791;國民政府;陜西省政府;GOV;GOVL;GOV-L;;;;;秘書長;SCS;Senior Civil Service;;;;疆澄;陝西;渭南;M;52;1893;3;P
N04840;邵本恆;P16966;;四川地方行政幹部訓練團;GOV;GOVL;GOV-L;;;;;上校政治教官;AOS;Administrative and Office Staff;;;;月如;浙江;衢縣;M;48;1897;4;P
N00681;陳陛章;P1724;國民政府;天津陸地測量局;GOV;GOVL;GOV-L;;;;;科長;MM;Middle Management;;;;丹忱;河北;安新;M;56;1889;3;P
N00681;陳陛章;P1725;國民政府;河北省會;GOV;GOVL;GOV-L;警察廳;;;;督察長;SCS;Senior Civil Service;;;;丹忱;河北;安新;M;56;1889;3;P
N00367;劉次簫;P18028;國民政府;青島市政府;GOV;GOVL;GOV-L;教育局;;;;科長;MM;Middle Management;;;;;山東;安邱;M;55;1890;3;P
N00367;劉次簫;P18029;國民政府;山東省政府;GOV;GOVL;GOV-L;教育廳;;;;秘書;AOS;Administrative and Office Staff;;;;;山東;安邱;M;55;1890;3;P
N00662;孫希文;P18158;國民政府;建設廳;GOV;GOVL;GOV-L;建設民;;;;廳長;EM;Executive Management;;;;;安徽;懷遠;M;52;1893;3;P
N00662;孫希文;P18159;國民政府;民政廳;GOV;GOVL;GOV-L;民政廳;;;;廳長;EM;Executive Management;;;;;安徽;懷遠;M;52;1893;3;P
N00662;孫希文;P18160;國民政府;貴州省政府;GOV;GOVL;GOV-L;;;;;秘書長;SCS;Senior Civil Service;;;;;安徽;懷遠;M;52;1893;3;P
N00662;孫希文;P18161;國民政府;廣東省政府;GOV;GOVL;GOV-L;;;;;委員;MM;Middle Management;;;;;安徽;懷遠;M;52;1893;3;P
N00662;孫希文;P18162;國民政府;福建省政府;GOV;GOVL;GOV-L;;;;;委員;MM;Middle Management;;;;;安徽;懷遠;M;52;1893;3;P
N03299;徐伯璞;P18262;國民政府;綏遠省政府;GOV;GOVL;GOV-L;;;;;黨員;AOS;Administrative and Office Staff;;;;;山東;肥城;M;38;1907;5;P
N03299;徐伯璞;P18263;國民政府;山東省政府;GOV;GOVL;GOV-L;;;;;黨員;AOS;Administrative and Office Staff;;;;;山東;肥城;M;38;1907;5;P
N03896;曹暉甫;P18316;;桑植縣;GOV;GOVL;GOV-L;;;;;縣長;MM;Middle Management;;;;;湖南;長沙;M;49;1896;3;P
N03896;曹暉甫;P18317;;鳳凰縣;GOV;GOVL;GOV-L;;;;;縣長;MM;Middle Management;;;;;湖南;長沙;M;49;1896;3;P
N03896;曹暉甫;P18318;國民政府;湖南省政府;GOV;GOVL;GOV-L;建設廳;;;;視察員;AOS;Administrative and Office Staff;;;;;湖南;長沙;M;49;1896;3;P
N03896;曹暉甫;P18319;國民政府;湖南民政廳;GOV;GOVL;GOV-L;;;;;技正;PTS;Professional and Technical Staff;;;;;湖南;長沙;M;49;1896;3;P
N06431;李昀;P18399;北洋政府;杭縣地方審判廳;GOV;GOVL;GOV-L;;;;;廳長;EM;Executive Management;;;;君辨;廣西;蒼梧;M;59;1886;3;P
N05169;王建今;P18540;中國國民黨;安徽省黨務整理委員會;GOV;GOVL;GOV-L;;;;;委員;MM;Middle Management;;;;;江蘇;鹽城;M;39;1906;4;P
N05169;王建今;P18542;國民政府;江蘇省政府;GOV;GOVL;GOV-L;民政廳;;;;視察員;AOS;Administrative and Office Staff;;;;;江蘇;鹽城;M;39;1906;4;P
N00179;陳其采;P18906;北洋政府;第九鎮;GOV;GOVL;GOV-L;;;;;參謀長;SEM;Senior Executive Management;;;;藹士;浙江;吳興;M;65;1880;2;P
N00179;陳其采;P18908;;浙江省政府;GOV;GOVL;GOV-L;財政廳;;;;廳長;EM;Executive Management;;;;藹士;浙江;吳興;M;65;1880;2;P
N00179;陳其采;P18909;;江蘇省政府;GOV;GOVL;GOV-L;財政廳;;;;廳長;EM;Executive Management;;;;藹士;浙江;吳興;M;65;1880;2;P
N05345;黃元鼎;P19044;國民政府;東流縣;GOV;GOVL;GOV-L;;;;;承審員;AOS;Administrative and Office Staff;;;;虎岑;安徽;桐城;M;57;1888;3;P
N05345;黃元鼎;P19045;國民政府;蒙城縣;GOV;GOVL;GOV-L;;;;;承審員;AOS;Administrative and Office Staff;;;;虎岑;安徽;桐城;M;57;1888;3;P
N05345;黃元鼎;P19046;國民政府;婺源縣;GOV;GOVL;GOV-L;;;;;承審員;AOS;Administrative and Office Staff;;;;虎岑;安徽;桐城;M;57;1888;3;P
N05571;黃震東;P19067;國民政府;北京審計院;GOV;GOVL;GOV-L;;;;;協省官;AOS;Administrative and Office Staff;;;;;湖北;石首;M;58;1887;3;P
N04944;何孝純;P19090;國民政府;屏南縣;GOV;GOVL;GOV-L;;;;;縣長;MM;Middle Management;;;;;福建;閩侯;M;39;1906;4;P
N04944;何孝純;P19091;國民政府;金門縣;GOV;GOVL;GOV-L;;;;;縣長;MM;Middle Management;;;;;福建;閩侯;M;39;1906;4;P
N00854;楊鴻春;P2203;國民政府;安徽省政府;GOV;GOVL;GOV-L;民政廳;;;;科長;MM;Middle Management;;;;晴洲;雲南;大理;M;53;1892;3;P
N00854;楊鴻春;P2204;國民政府;洛陽卷煙特稅局;GOV;GOVL;GOV-L;;;;;局長;MM;Middle Management;;;;晴洲;雲南;大理;M;53;1892;3;P
N00858;劉燧昌;P2212;國民政府;貴州省立法政專校;GOV;GOVL;GOV-L;;;;;校長;EM;Executive Management;;;;剛吾;貴州;興義;M;53;1892;3;P
N00858;劉燧昌;P2213;國民政府;貴州省政府;GOV;GOVL;GOV-L;長公署;;;;秘書長;SCS;Senior Civil Service;;;;剛吾;貴州;興義;M;53;1892;3;P
N00858;劉燧昌;P2214;國民政府;貴州省政府;GOV;GOVL;GOV-L;民政司;;;;司長;MM;Middle Management;;;;剛吾;貴州;興義;M;53;1892;3;P
N00858;劉燧昌;P2215;國民政府;天津市政府;GOV;GOVL;GOV-L;;;;;秘書長;SCS;Senior Civil Service;;;;剛吾;貴州;興義;M;53;1892;3;P
N00897;楊際唐;P2303;國民政府;貴州省財政委員會;GOV;GOVL;GOV-L;;;;;委員;MM;Middle Management;;;;;貴州;劍河;M;49;1896;3;P
N00897;楊際唐;P2304;國民政府;貴州省議會;GOV;GOVL;GOV-L;;;;;議員;EM;Executive Management;;;;;貴州;劍河;M;49;1896;3;P
N00897;楊際唐;P2305;國民政府;財政廳;GOV;GOVL;GOV-L;;;;;參事;EM;Executive Management;;;;;貴州;劍河;M;49;1896;3;P
N00897;楊際唐;P2306;國民政府;沿河縣;GOV;GOVL;GOV-L;;;;;縣長;MM;Middle Management;;;;;貴州;劍河;M;49;1896;3;P
N00897;楊際唐;P2307;國民政府;督辦公署財政統籌處;GOV;GOVL;GOV-L;;;;;處長;MM;Middle Management;;;;;貴州;劍河;M;49;1896;3;P
N00897;楊際唐;P2308;國民政府;四川江津煙酒局;GOV;GOVL;GOV-L;;;;;局長;MM;Middle Management;;;;;貴州;劍河;M;49;1896;3;P
N01384;楊中一;P3133;國民政府;安徽第一區專員公署;GOV;GOVL;GOV-L;;;;;科長;MM;Middle Management;;;;;安徽;舒城;M;32;1913;5;P
N01544;周樹嘉;P3398;國民政府;華洋義振會湖南分會;GOV;GOVL;GOV-L;;;;;秘書;AOS;Administrative and Office Staff;;;;;湖南;衡山;M;33;1912;5;P
N01608;段幹華;P3512;國民政府;西康省政府;GOV;GOVL;GOV-L;建設廳;;;;正科長;MM;Middle Management;;;;;安徽;合肥;M;44;1901;4;P
N01630;高奇;P3550;國民政府;山東省政府;GOV;GOVL;GOV-L;建設廳;;;;視察員;AOS;Administrative and Office Staff;;;;;山東;濟寧;M;42;1903;4;P
N01630;高奇;P3551;國民政府;安徽省政府;GOV;GOVL;GOV-L;建設廳;;;;科長;MM;Middle Management;;;;;山東;濟寧;M;42;1903;4;P
N01630;高奇;P3574;國民政府;山東建設廳;GOV;GOVL;GOV-L;;;;;視察員;AOS;Administrative and Office Staff;;;;;山東;濟寧;M;42;1903;4;P
N01686;劉允承;P3674;;蘇州工業專校;GOV;GOVL;GOV-L;;;;;教員;PTS;Professional and Technical Staff;;;;;江蘇;武進;M;44;1901;4;P
N01686;劉允承;P3675;國民政府;山東交涉公署;GOV;GOVL;GOV-L;;;;;秘書;AOS;Administrative and Office Staff;;;;;江蘇;武進;M;44;1901;4;P
N01686;劉允承;P3676;國民政府;山東省政府;GOV;GOVL;GOV-L;全省卷煙稅局;;;;秘書;AOS;Administrative and Office Staff;;;;;江蘇;武進;M;44;1901;4;P
N01716;陳燦章;P3758;國民政府;廣東省政府;GOV;GOVL;GOV-L;民政廳;;;;秘書;AOS;Administrative and Office Staff;;;;雋民;廣東;台山;M;49;1896;3;P
N01757;席秉章;P3816;國民政府;確山縣政府;GOV;GOVL;GOV-L;;;;;縣長;MM;Middle Management;;;;;山西;桓曲;M;41;1904;4;P
N01759;沈亞清;P3819;國民政府;芷江縣;GOV;GOVL;GOV-L;;;;;科長;MM;Middle Management;;;;仲實;安徽;六安;M;39;1906;4;P
N01982;薛溱舲;P4212;國民政府;江蘇省政府;GOV;GOVL;GOV-L;教育廳;;;;主任科員;AOS;Administrative and Office Staff;;;;;江蘇;無錫;M;45;1900;4;P
N01982;薛溱舲;P4213;國民政府;江蘇省政府;GOV;GOVL;GOV-L;;;;;秘書參議;SCS;Senior Civil Service;;;;;江蘇;無錫;M;45;1900;4;P
N01996;姚寶賢;P4263;國民政府;第八區經濟委員會;GOV;GOVL;GOV-L;;;;;秘書;AOS;Administrative and Office Staff;;;;;江蘇;江寧;M;38;1907;5;P
N02006;朱鴻基;P4292;國民政府;特派接收北京辦公處;GOV;GOVL;GOV-L;辦公處;;;;委員;MM;Middle Management;;;;子固;浙江;;M;56;1889;3;P
N02006;朱鴻基;P4293;國民政府;北京市政府;GOV;GOVL;GOV-L;;;;;顧問;PTS;Professional and Technical Staff;;;;子固;浙江;;M;56;1889;3;P
N02006;朱鴻基;P4294;國民政府;北京市參議會;GOV;GOVL;GOV-L;;;;;參議員;NL;National Leadership;;;;子固;浙江;;M;56;1889;3;P
N02006;朱鴻基;P4295;國民政府;湖北省政府;GOV;GOVL;GOV-L;土地請查處;;;;處長;MM;Middle Management;;;;子固;浙江;;M;56;1889;3;P
N02140;薛登道;P4567;國民政府;北京地租征收處;GOV;GOVL;GOV-L;征收處;;;;處長;MM;Middle Management;;;;達五;山西;稷山;M;62;1883;2;P
N02140;薛登道;P4568;國民政府;蘆監運使公署;GOV;GOVL;GOV-L;;;;;會辦;AOS;Administrative and Office Staff;;;;達五;山西;稷山;M;62;1883;2;P
N02199;孫炤烜;P4687;國民政府;湖北省政府;GOV;GOVL;GOV-L;;;;;編譯;AOS;Administrative and Office Staff;;;;;江蘇;徐州;M;31;1914;5;P
N02205;彭伯興;P4699;國民政府;鄂湘川黔綏靖公署;GOV;GOVL;GOV-L;;;;;上校主任;MM;Middle Management;;;;學昌;安徽;廣德;M;38;1907;5;P
N02276;蕭兆綱;P4877;國民政府;梅縣與寧縣;GOV;GOVL;GOV-L;;;;;會計主任;PTS;Professional and Technical Staff;;;;;廣東;;M;42;1903;4;P
;陳威b;P4958;國民政府;江蘇印花煙酒稅局;GOV;GOVL;GOV-L;務總局;;;;股主任;AOS;Administrative and Office Staff;;;;;;;;;;;P
N02406;陳維羆;P5183;國民政府;廣西省政府;GOV;GOVL;GOV-L;會計處;;;;會計專員;AOS;Administrative and Office Staff;;;;仲民;福建;同安;M;33;1912;5;P
N02406;陳維羆;P5184;國民政府;廣西省印刷廠;GOV;GOVL;GOV-L;;;;;會計主任;PTS;Professional and Technical Staff;;;;仲民;福建;同安;M;33;1912;5;P
N02425;魏炳辰;P5215;國民政府;桐城縣;GOV;GOVL;GOV-L;;;;;縣長;MM;Middle Management;;;;宿衡;河北;寧河;M;53;1892;3;P
N02425;魏炳辰;P5216;國民政府;安徽省政府;GOV;GOVL;GOV-L;財政廳;;;;委員;MM;Middle Management;;;;宿衡;河北;寧河;M;53;1892;3;P
N02585;周獻琛;P5636;國民政府;桂林市工程處;GOV;GOVL;GOV-L;;;;;技士;PTS;Professional and Technical Staff;;;;;江西;進賢;M;35;1910;5;P
N02585;周獻琛;P5638;國民政府;重慶市政府;GOV;GOVL;GOV-L;工務局;;;;工程師;PTS;Professional and Technical Staff;;;;;江西;進賢;M;35;1910;5;P
N02624;馬吉璋;P5749;國民政府;山東省政府;GOV;GOVL;GOV-L;財政廳;;;;股主任;AOS;Administrative and Office Staff;;;;禮南;山東;長山;M;36;1909;5;P
N02655;劉崐輝;P5845;國民政府;四川省政府;GOV;GOVL;GOV-L;禁煙室;;;;科長;MM;Middle Management;;;;;四川;江津;M;41;1904;4;P
N02928;陳伯康;P6317;國民政府;重慶市政府;GOV;GOVL;GOV-L;;;;;專員;SCS;Senior Civil Service;;;;;廣東;潮安;M;36;1909;5;P
N02943;鄭達生;P6353;國民政府;對敵經濟委員會;GOV;GOVL;GOV-L;;;;;秘書;AOS;Administrative and Office Staff;;;;振華;江西;高安;M;40;1905;4;P
N02996;湯建中;P6464;國民政府;江蘇省政府;GOV;GOVL;GOV-L;水利局;;;;秘書;AOS;Administrative and Office Staff;;;;;浙江;紹興;M;56;1889;3;P
N02996;湯建中;P6465;國民政府;江蘇省政府;GOV;GOVL;GOV-L;;;;;科長;MM;Middle Management;;;;;浙江;紹興;M;56;1889;3;P
N03001;韋特孚;P6475;國民政府;甘肅省動員委員會;GOV;GOVL;GOV-L;;;;;設計委員;AOS;Administrative and Office Staff;;;;;安徽;霍邱;M;33;1912;5;P
N03064;蘇鳳翔;P6579;國民政府;崇陽縣;GOV;GOVL;GOV-L;;;;;縣長;MM;Middle Management;;;;翼文;湖北;武昌;M;49;1896;3;P
N03460;方治;P7112;國民政府;安徽省政府;GOV;GOVL;GOV-L;教育廳;;;;廳長;EM;Executive Management;;;;;安徽;桐城;M;51;1894;3;P
N03464;周彧文;P7117;國民政府;河北省政府;GOV;GOVL;GOV-L;教育廳;;;;秘書;AOS;Administrative and Office Staff;;;;思漢;吉林;雙城;M;39;1906;4;P
N03625;黃麟書;P7425;國民政府;廣東省政府;GOV;GOVL;GOV-L;教育廳;;;;廳長;EM;Executive Management;;;;;廣東;龍川;M;50;1895;3;P
N03694;王輔宜;P7638;國民政府;江西司法司;GOV;GOVL;GOV-L;;;;;司長;MM;Middle Management;;;;;江西;東鄉;M;60;1885;2;P
N03716;黃桂祺;P7730;國民政府;江蘇省政府;GOV;GOVL;GOV-L;民政廳;;;;視察員;AOS;Administrative and Office Staff;;;;康亞;江蘇;崇明;M;52;1893;3;P
;張毓驊b;P7869;;江蘇清理財政局;GOV;GOVL;GOV-L;編輯科;;;;科長;MM;Middle Management;;;;;;;;;;;P
N01980;淩惕淵;P8287;國民政府;湖北省政府;GOV;GOVL;GOV-L;防軍政部;;;;少將主任;MM;Middle Management;;;;幼賡;四川;成都;M;48;1897;4;P
N03897;孫靖圻;P8302;國民政府;無錫建設局;GOV;GOVL;GOV-L;;;;;局長;MM;Middle Management;;;;子遠;江蘇;無錫;M;63;1882;2;P
N03897;孫靖圻;P8303;國民政府;江蘇省政府;GOV;GOVL;GOV-L;長江蘇建設廳;;;;科員;AOS;Administrative and Office Staff;;;;子遠;江蘇;無錫;M;63;1882;2;P
N03897;孫靖圻;P8304;國民政府;南京市政府;GOV;GOVL;GOV-L;工務局;;;;科員;AOS;Administrative and Office Staff;;;;子遠;江蘇;無錫;M;63;1882;2;P
N04127;孫銘修;P8866;國民政府;青島航政局;GOV;GOVL;GOV-L;;;;;課長;AOS;Administrative and Office Staff;;;;叔毅;江蘇;無錫;M;43;1902;4;P
N04148;陳揆;P8925;國民政府;上海市政府;GOV;GOVL;GOV-L;社會局;;;;專員;SCS;Senior Civil Service;;;;百總;江蘇;常州;M;33;1912;5;P
N04120;龔學遂;P9095;;南昌市政委員會;GOV;GOVL;GOV-L;;;;;主任;MM;Middle Management;;;;伯鏞;江西;金溪;M;51;1894;3;P
N04120;龔學遂;P9096;;南昌市政委員會;GOV;GOVL;GOV-L;;;;;委員;MM;Middle Management;;;;伯鏞;江西;金溪;M;51;1894;3;P
N04279;林祜光;P9287;國民政府;四川省政府;GOV;GOVL;GOV-L;建設廳;;;;技正;PTS;Professional and Technical Staff;;;;倜生;福建;閩侯;M;55;1890;3;P
N03765a;張毓驊a;P9395;;江蘇省立蠶業試驗場;GOV;GOVL;GOV-L;;;;;廠長;EM;Executive Management;;;;路展;江蘇;太倉;M;45;1900;4;P
N04336;余先亮;P9411;;江西省地方政治講習院;GOV;GOVL;GOV-L;;;;;編審委員;AOS;Administrative and Office Staff;;;;;四川;威遠;M;39;1906;4;P
N04336;余先亮;P9412;;江西省地方政治講習院;GOV;GOVL;GOV-L;;;;;專任教師;AOS;Administrative and Office Staff;;;;;四川;威遠;M;39;1906;4;P
N04336;余先亮;P9413;;江西省地方政治講習院;GOV;GOVL;GOV-L;;;;;訓導教師;AOS;Administrative and Office Staff;;;;;四川;威遠;M;39;1906;4;P
N04426;藍夢九;P9571;國民政府;廣西省政府;GOV;GOVL;GOV-L;;;;;專門委員;AOS;Administrative and Office Staff;;;;孟久;四川;蓬安;M;43;1902;4;P
N04426;藍夢九;P9572;;廣西土壤調查所;GOV;GOVL;GOV-L;;;;;所長;SCS;Senior Civil Service;;;;孟久;四川;蓬安;M;43;1902;4;P
N04426;藍夢九;P9573;;四川省農業改進所;GOV;GOVL;GOV-L;;;;;技正;PTS;Professional and Technical Staff;;;;孟久;四川;蓬安;M;43;1902;4;P
N04426;藍夢九;P9574;;四川省農業改進所;GOV;GOVL;GOV-L;督導室;;;;主任;MM;Middle Management;;;;孟久;四川;蓬安;M;43;1902;4;P
N04492;李兆煇;P9740;;國立十六中高分校農場;GOV;GOVL;GOV-L;;;;;主任;MM;Middle Management;;;;;福建;長汀;M;37;1908;5;P
N04505;周進三;P9774;;福建省政府;GOV;GOVL;GOV-L;農業改進處;;;;科長;MM;Middle Management;;;;亞屏;浙江;嵊縣;M;43;1900;4;P
N04505;周進三;P9775;;福建省政府;GOV;GOVL;GOV-L;農業改進處;;;;技正;PTS;Professional and Technical Staff;;;;亞屏;浙江;嵊縣;M;43;1900;4;P
N04505;周進三;P9776;;福建省政府;GOV;GOVL;GOV-L;農業改進處;;;;秘書;AOS;Administrative and Office Staff;;;;亞屏;浙江;嵊縣;M;43;1900;4;P
N04506;曾廣欽;P9777;;哈爾濱航政處;GOV;GOVL;GOV-L;;;;;簡任處長;MM;Middle Management;;;;;河南;經扶;M;58;1887;3;P
N04506;曾廣欽;P9780;國民政府;山東省政府;GOV;GOVL;GOV-L;;;;;顧問;PTS;Professional and Technical Staff;;;;;河南;經扶;M;58;1887;3;P
N04519;黃伯度;P9817;;重慶市政府;GOV;GOVL;GOV-L;;;;;常務委員;SEM;Senior Executive Management;;;;;安徽;舒城;M;53;1892;3;P
N04552;王開元;P9916;國民政府;贛縣;GOV;GOVL;GOV-L;;;;;縣長;MM;Middle Management;;;;逋仙;福建;閩侯;M;44;1901;4;P
N04552;王開元;P9917;國民政府;重慶市政府;GOV;GOVL;GOV-L;社會局;;;;科長;MM;Middle Management;;;;逋仙;福建;閩侯;M;44;1901;4;P
N00005;居正;P0033;國民政府;國防最高委員會;MIL;MILC;MIL-C;;;;;常務委員;SEM;Senior Executive Management;;;;覺生;湖北;廣濟;M;69;1876;2;P
N00017;熊克武;P0102;國民政府;軍事委員會;MIL;MILC;MIL-C;;;;;軍事參議官;AOS;Administrative and Office Staff;;;;錦帆;四川;井研;M;59;1886;3;P
N00025;胡毅生;P0146;軍政府;海軍總司令部;MIL;MILC;MIL-C;;;;;司長;MM;Middle Management;;;;隋齋;廣東;番禺;M;62;1883;2;P
N00121;呂超;P0446;軍政府;革命軍總司令部;MIL;MILC;MIL-C;四川;;;;宣慰使;AOS;Administrative and Office Staff;;;;漢群;四川;宜賓;M;55;1890;3;P
N00131;王烈;P0495;國民政府;軍事委員會;MIL;MILC;MIL-C;;;;;參謀;EM;Executive Management;;;;軼群;浙江;杭縣;M;54;1891;3;P
N00157;沈維鏗;P0579;國民政府;陸海空軍總司令部;MIL;MILC;MIL-C;參議運輸科;;;;科長;MM;Middle Management;;;;;福建;閩侯;M;52;1893;3;P
N04839;鄭延卓;P10680;國民政府;軍事委員會;MIL;MILC;MIL-C;辦公廳;;;;副處長;MM;Middle Management;;;;;湖南;長沙;M;36;1909;5;P
N04839;鄭延卓;P10681;國民政府;軍事委員會;MIL;MILC;MIL-C;辦公廳;;;;處長;MM;Middle Management;;;;;湖南;長沙;M;36;1909;5;P
N04882;簡泰梁;P10819;國民政府;軍事委員會;MIL;MILC;MIL-C;;;;;秘書;AOS;Administrative and Office Staff;;;;;四川;富順;M;36;1909;5;P
N05140;程懋型;P11345;國民政府;軍事委員會;MIL;MILC;MIL-C;;;;;委員長;SCS;Senior Civil Service;;;;儀仲;江西;新建;M;48;1897;4;P
N05423;趙錫昌;P12033;國民政府;軍法處;MIL;MILC;MIL-C;;;;;處長;MM;Middle Management;;;;;雲南;華坪;M;55;1890;3;P
N05595;馬文車;P12541;國民政府;軍事委員會;MIL;MILC;MIL-C;秘書廳;;;;中將廳長;EM;Executive Management;;;;心竹;浙江;東陽;M;42;1903;4;P
N05681;張啟凡;P12782;國民政府;軍事委員會;MIL;MILC;MIL-C;;;;;講師;PTS;Professional and Technical Staff;;;;;廣東;南海;F;35;1910;5;P
N05729;楊志春;P12953;國民政府;軍事委員會;MIL;MILC;MIL-C;第二處;;;;處長;MM;Middle Management;;;;霽邨;浙江;奉化;M;55;1890;3;P
N06036;朱劍農;P13839;中國國民黨;軍事委員會;MIL;MILC;MIL-C;檢查局;;;;都察;AOS;Administrative and Office Staff;;;;;安徽;旌德;M;33;1912;5;P
N06123;趙琛;P14091;國民政府;軍事委員會;MIL;MILC;MIL-C;;;;;別動總隊;AOS;Administrative and Office Staff;;;;韻逸;浙江;東陽;M;45;1900;4;P
N06142;馬曉軍;P14159;國民政府;軍事委員會;MIL;MILC;MIL-C;辦公廳;;;;主任;MM;Middle Management;;;;翰東;廣西;容縣;M;60;1885;2;P
N06142;馬曉軍;P14160;國民政府;軍事委員會;MIL;MILC;MIL-C;;;;;中將高級參謀;EM;Executive Management;;;;翰東;廣西;容縣;M;60;1885;2;P
N06183;黃懺華;P14316;國民政府;國 民革命軍總司令部;MIL;MILC;MIL-C;;;;;政治工作人員;AOS;Administrative and Office Staff;;;;;廣東;順德;M;52;1893;3;P
N06249;沈陳善;P14417;中國國民黨;國防最高委員會;MIL;MILC;MIL-C;;;;;助理秘書;AOS;Administrative and Office Staff;;;;維伯;浙江;吳興;M;59;1886;3;P
N06609;陶冶公;P15228;國民政府;軍事委員會;MIL;MILC;MIL-C;政治訓練部;;;;處長;MM;Middle Management;;;;;浙江;紹興;M;58;1887;3;P
N06740;吳思豫;P15590;國民政府;軍事委員會;MIL;MILC;MIL-C;銓敘廳;;;;廳長;EM;Executive Management;;;;;浙江;嘉興;M;59;1886;3;P
N00657;鄧介松;P1651;軍政府;北伐前敵總指揮部;GOV;MILC;MIL-C;;;;;秘書長;SCS;Senior Civil Service;;;;;湖南;湘鄉;M;52;1893;3;P
N00666;吳子雋;P1677;國民政府;軍事委員會;MIL;MILC;MIL-C;秘書處;;;;上校組員;AOS;Administrative and Office Staff;;;;;湖南;湘潭;M;60;1885;2;P
N00681;陳陛章;P1726;國民政府;軍事委員會;MIL;MILC;MIL-C;;;;;咨議;SCS;Senior Civil Service;;;;丹忱;河北;安新;M;56;1889;3;P
N00854;楊鴻春;P2202;國民政府;軍事委員會;MIL;MILC;MIL-C;;;;;中校科員;AOS;Administrative and Office Staff;;;;晴洲;雲南;大理;M;53;1892;3;P
N01264;吳玉良;P2875;國民政府;軍事委員會;MIL;MILC;MIL-C;;;;;上校專員;AOS;Administrative and Office Staff;;;;;河北;天津;M;31;1914;5;P
N01383;吳文叔;P3132;國民政府;第一戰區司令長官部;MIL;MILC;MIL-C;;;;;中校秘書;MM;Middle Management;;;;;安徽;合肥;M;31;1914;5;P
N01544;周樹嘉;P3399;國民政府;司令部;MIL;MILC;MIL-C;;;;;編輯官;AOS;Administrative and Office Staff;;;;;湖南;衡山;M;33;1912;5;P
N01716;陳燦章;P3759;國民政府;軍事委員會;MIL;MILC;MIL-C;;;;;設計委員;AOS;Administrative and Office Staff;;;;雋民;廣東;台山;M;49;1896;3;P
N02205;彭伯興;P4698;國民政府;軍事委員會;MIL;MILC;MIL-C;;;;;中校科員;AOS;Administrative and Office Staff;;;;學昌;安徽;廣德;M;38;1907;5;P
;陳威b;P4960;國民政府;軍政部;MIL;MILC;MIL-C;;;;;少校額外編譯;AOS;Administrative and Office Staff;;;;;;;;;;;P
N02359;姜善甫;P5067;國民政府;軍事委員會;MIL;MILC;MIL-C;軍團;;;;指導員;AOS;Administrative and Office Staff;;;;;四川;成都;M;34;1911;5;P
N02585;周獻琛;P5637;國民政府;軍政部;MIL;MILC;MIL-C;;;;;技士;PTS;Professional and Technical Staff;;;;;江西;進賢;M;35;1910;5;P
N03001;韋特孚;P6476;國民政府;軍事委員會;MIL;MILC;MIL-C;視察科;;;;科長;MM;Middle Management;;;;;安徽;霍邱;M;33;1912;5;P
N03064;蘇鳳翔;P6578;國民政府;軍事委員會;MIL;MILC;MIL-C;陸軍處;;;;上校科長;MM;Middle Management;;;;翼文;湖北;武昌;M;49;1896;3;P
N04148;陳揆;P8926;國民政府;軍事委員會;MIL;MILC;MIL-C;;;;;主任;MM;Middle Management;;;;百總;江蘇;常州;M;33;1912;5;P
N04437;沈伯倫;P9597;國民政府;軍事委員會;MIL;MILC;MIL-C;;;;;上校參議;MM;Middle Management;;;;;江蘇;崑山;M;37;1908;5;P
N04506;曾廣欽;P9779;軍政府;海軍總司令部;MIL;MILC;MIL-C;;;;;少將參議;SCS;Senior Civil Service;;;;;河南;經扶;M;58;1887;3;P
N04519;黃伯度;P9813;軍政府;總司令部;MIL;MILC;MIL-C;;;;;特務秘書;AOS;Administrative and Office Staff;;;;;安徽;舒城;M;53;1892;3;P
N00121;呂超;P0445;軍政府;革命軍右翼總指揮部;MIL;MILL;MIL-L;;;;;黨代表;AOS;Administrative and Office Staff;;;;漢群;四川;宜賓;M;55;1890;3;P
